Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",Compression Specimen,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes,
Knaze & Beno (1984),E/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4313,Cube,200.0,200.0,16,0.45,,,30.25,31.76,26.36,,
Knaze & Beno (1984),C/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4205,Cube,200.0,200.0,16,0.45,,,28.00,29.40,24.40,,
Knaze & Beno (1984),C/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4167,Cube,200.0,200.0,16,0.45,,,28.75,30.19,25.06,,
Knaze & Beno (1984),C/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4338,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,,
Knaze & Beno (1984),F/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4202,Cube,200.0,200.0,16,0.45,,,28.50,29.93,24.84,,
Knaze & Beno (1984),F/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4188,Cube,200.0,200.0,16,0.45,,,28.00,29.40,24.40,,
Knaze & Beno (1984),F/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4188,Cube,200.0,200.0,16,0.45,,,27.50,28.88,23.97,,
Knaze & Beno (1984),M/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4367,Cube,200.0,200.0,16,0.45,,,31.25,32.81,27.23,,
Knaze & Beno (1984),M/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4354,Cube,200.0,200.0,16,0.45,,,33.00,34.65,28.76,,
Knaze & Beno (1984),M/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4386,Cube,200.0,200.0,16,0.45,,,31.00,32.55,27.02,,
Knaze & Beno (1984),H/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4295,Cube,200.0,200.0,16,0.45,,,28.50,29.93,24.84,,
Knaze & Beno (1984),H/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4301,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,,
Knaze & Beno (1984),H/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4351,Cube,200.0,200.0,16,0.45,,,30.00,31.50,26.15,,
Knaze & Beno (1984),K/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4317,Cube,200.0,200.0,16,0.45,,,31.50,33.08,27.45,,
Knaze & Beno (1984),K/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4264,Cube,200.0,200.0,16,0.45,,,32.00,33.60,27.89,,
Knaze & Beno (1984),K/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4336,Cube,200.0,200.0,16,0.45,,,33.50,35.18,29.20,,
Knaze & Beno (1984),O/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4348,Cube,200.0,200.0,16,0.45,,,30.00,31.50,26.15,,
Knaze & Beno (1984),O/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4367,Cube,200.0,200.0,16,0.45,,,32.25,33.86,28.11,,
Knaze & Beno (1984),O/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4367,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,,
Knaze & Beno (1984),P/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4329,Cube,200.0,200.0,16,0.45,,,31.00,32.55,27.02,,
Knaze & Beno (1984),P/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4292,Cube,200.0,200.0,16,0.45,,,30.25,31.76,26.36,,
Knaze & Beno (1984),P/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4298,Cube,200.0,200.0,16,0.45,,,29.50,30.98,25.71,,
Knaze & Beno (1984),U/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4307,Cube,200.0,200.0,16,0.45,,,27.25,28.61,23.75,,
Knaze & Beno (1984),U/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4329,Cube,200.0,200.0,16,0.45,,,28.75,30.19,25.06,,
Knaze & Beno (1984),U/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4348,Cube,200.0,200.0,16,0.45,,,32.00,33.60,27.89,,
Knaze & Beno (1984),S/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4283,Cube,200.0,200.0,16,0.45,,,27.25,28.61,23.75,,
Knaze & Beno (1984),S/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4310,Cube,200.0,200.0,16,0.45,,,29.75,31.24,25.93,,
Knaze & Beno (1984),S/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4320,Cube,200.0,200.0,16,0.45,,,28.25,29.66,24.62,,
Knaze & Beno (1984),T/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4317,Cube,200.0,200.0,16,0.45,,,30.50,32.03,26.58,,
Knaze & Beno (1984),T/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4292,Cube,200.0,200.0,16,0.45,,,29.75,31.24,25.93,,
Knaze & Beno (1984),T/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4310,Cube,200.0,200.0,16,0.45,,,28.25,29.66,24.62,,
Knaze & Beno (1984),Z1/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4036,Cube,200.0,200.0,16,0.47,,,23.50,24.68,20.48,,
Knaze & Beno (1984),Z1/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4000,Cube,200.0,200.0,16,0.47,,,24.00,25.20,20.92,,
Knaze & Beno (1984),Z1/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3984,Cube,200.0,200.0,16,0.47,,,22.50,23.63,19.61,,
Knaze & Beno (1984),Z2/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3945,Cube,200.0,200.0,16,0.50,,,20.25,21.26,17.65,,
Knaze & Beno (1984),Z2/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3937,Cube,200.0,200.0,16,0.50,,,19.25,20.21,16.78,,
Knaze & Beno (1984),Z2/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3992,Cube,200.0,200.0,16,0.50,,,18.00,18.90,15.69,,
Knaze & Beno (1984),Z3/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4386,Cube,200.0,200.0,16,0.39,,,29.50,30.98,25.71,,
Knaze & Beno (1984),Z3/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4357,Cube,200.0,200.0,16,0.39,,,33.00,34.65,28.76,,
Knaze & Beno (1984),Z3/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4376,Cube,200.0,200.0,16,0.39,,,32.00,33.60,27.89,,
Knaze & Beno (1984),Z4/1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4396,Cube,200.0,200.0,16,0.37,,,30.75,32.29,26.80,,
Knaze & Beno (1984),Z4/2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4427,Cube,200.0,200.0,16,0.37,,,35.50,37.28,30.94,,
Knaze & Beno (1984),Z4/3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4427,Cube,200.0,200.0,16,0.37,,,34.25,35.96,29.85,,
Knaze & Beno (1984),1_1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4040,Cube,200.0,200.0,16,0.53,,,21.00,22.05,18.30,,
Knaze & Beno (1984),1_2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4064,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,,
Knaze & Beno (1984),1_3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4044,Cube,200.0,200.0,16,0.53,,,21.25,22.31,18.52,,
Knaze & Beno (1984),2_1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4000,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,,
Knaze & Beno (1984),2_2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4000,Cube,200.0,200.0,16,0.53,,,21.25,22.31,18.52,,
Knaze & Beno (1984),2_3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4069,Cube,200.0,200.0,16,0.53,,,20.00,21.00,17.43,,
Knaze & Beno (1984),3_1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4016,Cube,200.0,200.0,16,0.53,,,21.00,22.05,18.30,,
Knaze & Beno (1984),3_2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3918,Cube,200.0,200.0,16,0.53,,,19.25,20.21,16.78,,
Knaze & Beno (1984),3_3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,4024,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,,
Knaze & Beno (1984),4_1,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3861,Cube,200.0,200.0,16,0.53,,,18.50,19.43,16.12,,
Knaze & Beno (1984),4_2,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3976,Cube,200.0,200.0,16,0.53,,,20.25,21.26,17.65,,
Knaze & Beno (1984),4_3,Czechoslovakia,Cube - Laboratory,28,FALSE,BT-2,,,RILEM (1978),Direct,3,3957,Cube,200.0,200.0,16,0.53,,,20.00,21.00,17.43,,
de Almeida (1991),B1_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4530,Cube,150.0,150.0,25,0.36,,,45.60,45.60,37.85,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B1_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4600,Cube,150.0,150.0,25,0.36,,,51.60,51.60,42.83,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B1_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4780,Cube,150.0,150.0,25,0.36,,,67.20,67.20,56.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B1_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4810,Cube,150.0,150.0,25,0.36,,,77.00,77.00,65.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B1_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4820,Cube,150.0,150.0,25,0.36,,,81.30,81.30,70.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B1_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4830,Cube,150.0,150.0,25,0.36,,,88.50,88.50,77.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4800,Cube,150.0,150.0,25,0.24,,,63.80,63.80,52.95,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4830,Cube,150.0,150.0,25,0.24,,,73.70,73.70,62.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4930,Cube,150.0,150.0,25,0.24,,,83.70,83.70,72.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5090,Cube,150.0,150.0,25,0.24,,,87.00,87.00,75.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5020,Cube,150.0,150.0,25,0.24,,,94.50,94.50,83.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B2_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4990,Cube,150.0,150.0,25,0.24,,,105.20,105.20,94.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4810,Cube,150.0,150.0,25,0.25,,,74.80,74.80,63.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4870,Cube,150.0,150.0,25,0.25,,,88.40,88.40,77.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4980,Cube,150.0,150.0,25,0.25,,,106.20,106.20,95.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4990,Cube,150.0,150.0,25,0.25,,,110.90,110.90,99.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4930,Cube,150.0,150.0,25,0.25,,,116.20,116.20,105.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B3_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4930,Cube,150.0,150.0,25,0.25,,,120.30,120.30,109.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4780,Cube,150.0,150.0,25,0.24,,,72.10,72.10,61.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4850,Cube,150.0,150.0,25,0.24,,,86.30,86.30,75.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4970,Cube,150.0,150.0,25,0.24,,,105.40,105.40,94.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5000,Cube,150.0,150.0,25,0.24,,,109.10,109.10,98.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4970,Cube,150.0,150.0,25,0.24,,,111.20,111.20,100.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B4_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4920,Cube,150.0,150.0,25,0.24,,,119.30,119.30,108.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4320,Cube,150.0,150.0,25,0.42,,,42.80,42.80,35.52,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4500,Cube,150.0,150.0,25,0.42,,,56.10,56.10,46.56,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4590,Cube,150.0,150.0,25,0.42,,,74.90,74.90,63.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4720,Cube,150.0,150.0,25,0.42,,,79.70,79.70,68.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4560,Cube,150.0,150.0,25,0.42,,,78.10,78.10,67.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B5_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4560,Cube,150.0,150.0,25,0.42,,,89.60,89.60,78.50,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4460,Cube,150.0,150.0,25,0.42,,,40.80,40.80,33.86,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4550,Cube,150.0,150.0,25,0.42,,,49.50,49.50,41.09,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4660,Cube,150.0,150.0,25,0.42,,,72.40,72.40,61.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4740,Cube,150.0,150.0,25,0.42,,,79.10,79.10,68.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4650,Cube,150.0,150.0,25,0.42,,,82.00,82.00,70.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B6_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4630,Cube,150.0,150.0,25,0.42,,,86.50,86.50,75.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4640,Cube,150.0,150.0,25,0.24,,,66.80,66.80,55.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4900,Cube,150.0,150.0,25,0.24,,,73.70,73.70,62.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4930,Cube,150.0,150.0,25,0.24,,,86.70,86.70,75.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4970,Cube,150.0,150.0,25,0.24,,,91.80,91.80,80.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5000,Cube,150.0,150.0,25,0.24,,,92.90,92.90,81.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B7_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5030,Cube,150.0,150.0,25,0.24,,,98.10,98.10,87.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4700,Cube,150.0,150.0,25,0.25,,,70.90,70.90,59.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4960,Cube,150.0,150.0,25,0.25,,,78.80,78.80,67.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4970,Cube,150.0,150.0,25,0.25,,,90.70,90.70,79.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4980,Cube,150.0,150.0,25,0.25,,,93.80,93.80,82.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,5000,Cube,150.0,150.0,25,0.25,,,94.50,94.50,83.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B8_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4970,Cube,150.0,150.0,25,0.25,,,96.20,96.20,85.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4250,Cube,150.0,150.0,25,0.36,,,43.80,43.80,36.35,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4590,Cube,150.0,150.0,25,0.36,,,54.90,54.90,45.57,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4670,Cube,150.0,150.0,25,0.36,,,66.00,66.00,54.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4720,Cube,150.0,150.0,25,0.36,,,78.30,78.30,67.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4760,Cube,150.0,150.0,25,0.36,,,79.10,79.10,68.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B9_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4870,Cube,150.0,150.0,25,0.36,,,85.20,85.20,74.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_3,Brazil,Element - Laboratory,3,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4290,Cube,150.0,150.0,25,0.40,,,40.10,40.10,33.28,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_7,Brazil,Element - Laboratory,7,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4460,Cube,150.0,150.0,25,0.40,,,46.30,46.30,38.43,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_28,Brazil,Element - Laboratory,28,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4530,Cube,150.0,150.0,25,0.40,,,61.20,61.20,50.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_90,Brazil,Element - Laboratory,90,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4630,Cube,150.0,150.0,25,0.40,,,62.20,62.20,51.63,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_180,Brazil,Element - Laboratory,180,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4690,Cube,150.0,150.0,25,0.40,,,64.30,64.30,53.37,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
de Almeida (1991),B10_365,Brazil,Element - Laboratory,365,FALSE,PUNDIT,,54,ASTM C597 (1983),Direct,10,4780,Cube,150.0,150.0,25,0.40,,,67.40,67.40,56.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.,
